"lemma","lemma_freq","gloss","form","stressed_syll","case","number","short_cluster","full_cluster","noep","ep"
"хронист",52,"chronicler","хрони'стом",2,"inst","sg","хр","хр",102,0
"хронист",52,"chronicler","хрони'стами",2,"inst","pl","хр","хр",53,0
"хронограф",131,"chronograph","хроно'графами",2,"inst","pl","хр","хр",206,0
"хронограф",131,"chronograph","хроно'графа",2,"gen","sg","хр","хр",47,1
"хронометр",264,"chronometer","хроно'метрами",2,"inst","pl","хр","хр",515,1
"хронометр",264,"chronometer","хроно'метра",2,"gen","sg","хр","хр",105,1
"хронометр",264,"chronometer","хроно'метров",2,"gen","pl","хр","хр",20,0
"хронометраж",53,"chronometry","хронометра'жами",4,"inst","pl","хр","хр",11,0
"хронометраж",53,"chronometry","хронометра'жа",4,"gen","sg","хр","хр",226,0
"хронометрист",7,"timer","хронометри'стом",4,"inst","sg","хр","хр",81,0
"хронометрист",7,"timer","хронометри'стами",4,"inst","pl","хр","хр",28,0
"хроноскоп",5,"Chronoscope","хроноско'пом",3,"inst","sg","хр","хр",49,0
"хруп",23,"fragile","хру'пом",1,"inst","sg","хр","хр",173,0
"хруп",23,"fragile","хру'па",1,"gen","sg","хр","хр",14,0
"хруп",23,"fragile","хру'пов",1,"gen","pl","хр","хр",11,0
"хрупкость",255,"fragility","хру'пкости",1,"gen","sg","хр","хр",18,0
"хрусталик",213,"crystalline lens","хруста'ликами",2,"inst","pl","хр","хр",740,0
"хрусталик",213,"crystalline lens","хруста'лика",2,"gen","sg","хр","хр",67,0
"хрусталь",838,"crystal","хрусталя'ми",3,"inst","pl","хр","хр",206,0
"хрусталь",838,"crystal","хрусталя'",3,"gen","sg","хр","хр",371,1
"хрусталь",838,"crystal","хрустале'й",3,"gen","pl","хр","хр",29,0
"хрущ",41,"cockchafer","хрущо'м",2,"inst","sg","хр","хр",129,0
"хрущ",41,"cockchafer","хруща'ми",2,"inst","pl","хр","хр",257,0
"хрущ",41,"cockchafer","хруща'",2,"gen","sg","хр","хр",220,1
"хрущ",41,"cockchafer","хруще'й",2,"gen","pl","хр","хр",15,0
"хрущак",4,"hruschak","хрущако'м",3,"inst","sg","хр","хр",11,0
"хрущик",2,"hruschik","хру'щиком",1,"inst","sg","хр","хр",16,0
"хрыч",218,"gink","хрычо'м",2,"inst","sg","хр","хр",125,2
"хрыч",218,"gink","хрыча'ми",2,"inst","pl","хр","хр",13,0
"хрюк",37,"hryuk","хрю'ком",1,"inst","sg","хр","хр",314,3
"хрюк",37,"hryuk","хрю'ками",1,"inst","pl","хр","хр",161,2
"хрюк",37,"hryuk","хрю'ка",1,"gen","sg","хр","хр",15,0
"хрюканье",70,"grunt","хрю'каньями",1,"inst","pl","хр","хр",16,0
"хрюканье",70,"grunt","хрю'канья",1,"gen","sg","хр","хр",42,0
"хряк",162,"boar","хряка'ми",2,"inst","pl","хр","хр",670,1
"хряк",162,"boar","хряка'",2,"gen","sg","хр","хр",112,2
"хряк",162,"boar","хряко'в",2,"gen","pl","хр","хр",42,3
"хряск",20,"hryask","хря'ском",1,"inst","sg","хр","хр",393,0
"хрячок",3,"Young Boar","хрячко'м",2,"inst","sg","хр","хр",13,0
"хрячок",3,"Young Boar","хрячка'ми",2,"inst","pl","хр","хр",12,0
"хрящ",450,"cartilage","хряща'",2,"gen","sg","хр","хр",167,0
"хрящ",450,"cartilage","хряще'й",2,"gen","pl","хр","хр",338,0
"хрящик",57,"hryaschik","хря'щиком",1,"inst","sg","хр","хр",388,0
"хрящик",57,"hryaschik","хря'щиками",1,"inst","pl","хр","хр",593,1
"хрящик",57,"hryaschik","хря'щика",1,"gen","sg","хр","хр",23,0
"хрящик",57,"hryaschik","хря'щиков",1,"gen","pl","хр","хр",28,0
"цвель",339,"bloom","цве'лью",1,"inst","sg","цв","цв",131,1
"цвель",339,"bloom","цве'ли",1,"gen","sg","цв","цв",10,1
"цветастость",2,"Colorful","цвета'стостью",2,"inst","sg","цв","цв",82,1
"цветение",984,"bloom","цвете'ниями",2,"inst","pl","цв","цв",33,0
"цветение",984,"bloom","цвете'ния",2,"gen","sg","цв","цв",909,5
"цветень",20,"pollen","цве'тнем",1,"inst","sg","цв","цв",27,0
"цветень",20,"pollen","цве'тня",1,"gen","sg","цв","цв",11,0
"цветик",133,"Tsvetik","цве'тиком",1,"inst","sg","цв","цв",618,20
"цветик",133,"Tsvetik","цве'тиками",1,"inst","pl","цв","цв",365,5
"цветик",133,"Tsvetik","цве'тика",1,"gen","sg","цв","цв",106,1
"цветик",133,"Tsvetik","цве'тиков",1,"gen","pl","цв","цв",38,0
"цветистость",16,"flamboyance","цвети'стостью",2,"inst","sg","цв","цв",25,0
"цветник",1027,"parterre","цветника'",3,"gen","sg","цв","цв",307,1
"цветник",1027,"parterre","цветнико'в",3,"gen","pl","цв","цв",218,0
"цветность",64,"chroma","цве'тностями",1,"inst","pl","цв","цв",65,0
"цветность",64,"chroma","цве'тности",1,"gen","sg","цв","цв",35,6
"цветовод",58,"florist","цветово'дом",3,"inst","sg","цв","цв",120,2
"цветовод",58,"florist","цветово'дами",3,"inst","pl","цв","цв",453,3
"цветовод",58,"florist","цветово'дов",3,"gen","pl","цв","цв",15,1
"цветоводство",55,"floriculture","цветово'дством",3,"inst","sg","цв","цв",278,4
"цветоводство",55,"floriculture","цветово'дства",3,"gen","sg","цв","цв",17,0
"цветоед",2,"weevil","цветое'дом",3,"inst","sg","цв","цв",63,0
"цветоед",2,"weevil","цветое'дами",3,"inst","pl","цв","цв",14,0
"цветоложе",5,"receptacle","цветоло'жем",3,"inst","sg","цв","цв",258,1
"цветоложе",5,"receptacle","цветоло'жа",3,"gen","sg","цв","цв",134,0
"цветонос",48,"peduncle","цветоно'сом",3,"inst","sg","цв","цв",766,7
"цветонос",48,"peduncle","цветоно'сами",3,"inst","pl","цв","цв",909,9
"цветонос",48,"peduncle","цветоно'са",3,"gen","sg","цв","цв",114,0
"цветонос",48,"peduncle","цветоно'сов",3,"gen","pl","цв","цв",92,0
"цветоощущение",8,"tsvetooschuschenie","цветоощуще'нием",5,"inst","sg","цв","цв",227,13
"цветоощущение",8,"tsvetooschuschenie","цветоощуще'ниями",5,"inst","pl","цв","цв",36,1
"цветочек",1424,"floret","цвето'чка",2,"gen","sg","цв","цв",904,15
"цветочек",1424,"floret","цвето'чков",2,"gen","pl","цв","цв",981,9
"цветочник",7,"florist","цвето'чником",2,"inst","sg","цв","цв",202,0
"цветочник",7,"florist","цвето'чниками",2,"inst","pl","цв","цв",225,0
"цветочник",7,"florist","цвето'чников",2,"gen","pl","цв","цв",18,0
"цветочувствительность",2,"color-","цветочувстви'тельностью",4,"inst","sg","цв","цв",19,0
"чванливость",20,"swaggering","чванли'востью",2,"inst","sg","чв","чв",106,1
"чванство",182,"swagger","чва'нством",1,"inst","sg","чв","чв",551,14
"чванство",182,"swagger","чва'нства",1,"gen","sg","чв","чв",13,0
"членение",170,"division","члене'ниями",2,"inst","pl","чл","чл",320,4
"членение",170,"division","члене'ния",2,"gen","sg","чл","чл",26,70
"членение",170,"division","члене'ний",2,"gen","pl","чл","чл",0,47
"членик",296,"segment","чле'ником",1,"inst","sg","чл","чл",217,0
"членик",296,"segment","чле'никами",1,"inst","pl","чл","чл",300,0
"членик",296,"segment","чле'ника",1,"gen","sg","чл","чл",13,0
"членовредитель",7,"chlenovreditel","членовреди'телем",4,"inst","sg","чл","чл",18,0
"членовредитель",7,"chlenovreditel","членовреди'телями",4,"inst","pl","чл","чл",20,1
"членовредительство",82,"self-mutilation","членовреди'тельствами",4,"inst","pl","чл","чл",27,0
"членовредительство",82,"self-mutilation","членовреди'тельства",4,"gen","sg","чл","чл",19,0
"членораздельность",9,"articulate","членоразде'льностью",4,"inst","sg","чл","чл",37,0
"членство",540,"membership","чле'нствами",1,"inst","pl","чл","чл",32,0
"членство",540,"membership","чле'нства",1,"gen","sg","чл","чл",283,5
"чмоканье",63,"smack","чмо'каньем",1,"inst","sg","чм","чм",982,43
"чмоканье",63,"smack","чмо'каньями",1,"inst","pl","чм","чм",16,1
"чреватость",4,"chrevatost","чрева'тостью",2,"inst","sg","чр","чр",12,0
"чрево",978,"belly","чре'вом",1,"inst","sg","чр","чр",796,31
"чрево",978,"belly","чре'ва",1,"gen","sg","чр","чр",355,17
"чревовещание",12,"ventriloquism","чревовеща'нием",4,"inst","sg","чр","чр",201,0
"чревовещатель",39,"ventriloquist","чревовеща'телем",4,"inst","sg","чр","чр",78,1
"чревовещатель",39,"ventriloquist","чревовеща'телями",4,"inst","pl","чр","чр",23,4
"чревосечение",2,"laparotomy","чревосече'нием",4,"inst","sg","чр","чр",100,0
"чревосечение",2,"laparotomy","чревосече'ниями",4,"inst","pl","чр","чр",13,0
"чревоугодие",102,"gluttony","чревоуго'дия",4,"gen","sg","чр","чр",116,0
"чревоугодник",34,"glutton","чревоуго'дником",4,"inst","sg","чр","чр",39,0
"чревоугодник",34,"glutton","чревоуго'дниками",4,"inst","pl","чр","чр",25,1
"чревоугодничество",6,"chrevougodnichestvo","чревоуго'дничеством",4,"inst","sg","чр","чр",26,0
"чрезвычайность",258,"exigencies","чрезвыча'йностью",3,"inst","sg","чр","чр",184,0
"чрезмерность",113,"redundancy","чрезме'рностью",2,"inst","sg","чр","чр",362,1
"чрезмерность",113,"redundancy","чрезме'рностями",2,"inst","pl","чр","чр",17,0
"чтение",11490,"reading","чте'ний",1,"gen","pl","чт","чт",257,4
"чтец",555,"reader","чтецо'м",2,"inst","sg","чт","чт",943,55
"чтец",555,"reader","чтеца'ми",2,"inst","pl","чт","чт",472,22
"чтец",555,"reader","чтеца'",2,"gen","sg","чт","чт",87,2
"чтец",555,"reader","чтецо'в",2,"gen","pl","чт","чт",72,0
"чтиво",122,"read","чти'вом",1,"inst","sg","чт","чт",830,80
"чтиво",122,"read","чти'ва",1,"gen","sg","чт","чт",147,1
"шваб",50,"Schwab","шва'бом",1,"inst","sg","шв","шв",55,175
"шваб",50,"Schwab","шва'бами",1,"inst","pl","шв","шв",54,379
"шваб",50,"Schwab","шва'ба",1,"gen","sg","шв","шв",9,18
"шваб",50,"Schwab","шва'бов",1,"gen","pl","шв","шв",6,9
"шваль",141,"riffraff","шва'лью",1,"inst","sg","шв","шв",77,462
"шваль",141,"riffraff","шва'ли",1,"gen","sg","шв","шв",7,19
"шванк",12,"Schwank","шва'нком",1,"inst","sg","шв","шв",10,78
"шванк",12,"Schwank","шва'нками",1,"inst","pl","шв","шв",1,15
"шварканье",3,"shvarkane","шва'рканьем",1,"inst","sg","шв","шв",10,13
"шварт",15,"hawser","шва'ртами",1,"inst","pl","шв","шв",3,8
"шварт",15,"hawser","шва'ртов",1,"gen","pl","шв","шв",12,119
"швартов",113,"hawser","шварто'вом",2,"inst","sg","шв","шв",7,19
"швартов",113,"hawser","шварто'вами",2,"inst","pl","шв","шв",4,191
"швартов",113,"hawser","шварто'вов",2,"gen","pl","шв","шв",4,484
"швед",2661,"Swede","шве'да",1,"gen","sg","шв","шв",55,272
"швед",2661,"Swede","шве'дов",1,"gen","pl","шв","шв",602,468
"швейник",31,"Sewing Industry","шве'йником",1,"inst","sg","шв","шв",2,14
"швейник",31,"Sewing Industry","шве'йниками",1,"inst","pl","шв","шв",12,158
"швейцар",1956,"doorman","швейца'рами",2,"inst","pl","шв","шв",201,705
"швейцар",1956,"doorman","швейца'ра",2,"gen","sg","шв","шв",44,199
"швейцар",1956,"doorman","швейца'ров",2,"gen","pl","шв","шв",10,19
"швейцарец",476,"Swiss","швейца'рца",2,"gen","sg","шв","шв",16,33
"швейцарец",476,"Swiss","швейца'рцев",2,"gen","pl","шв","шв",36,208
"швеллер",36,"channel","шве'ллером",1,"inst","sg","шв","шв",100,566
"швеллер",36,"channel","шве'ллерами",1,"inst","pl","шв","шв",51,224
"швеллер",36,"channel","шве'ллера",1,"gen","sg","шв","шв",22,85
"швеллер",36,"channel","шве'ллеров",1,"gen","pl","шв","шв",6,11
"швертбот",5,"dinghy","швертбо'том",2,"inst","sg","шв","шв",4,35
"швертбот",5,"dinghy","швертбо'тами",2,"inst","pl","шв","шв",7,19
"швертбот",5,"dinghy","швертбо'та",2,"gen","sg","шв","шв",1,28
"швертбот",5,"dinghy","швертбо'тов",2,"gen","pl","шв","шв",3,12
"швец",175,"sewer","швецо'м",2,"inst","sg","шв","шв",49,329
"швец",175,"sewer","швеца'ми",2,"inst","pl","шв","шв",6,27
"швец",175,"sewer","швеца'",2,"gen","sg","шв","шв",57,14
"швырок",40,"firewood","швырко'м",2,"inst","sg","шв","шв",8,23
"швырок",40,"firewood","швырка'ми",2,"inst","pl","шв","шв",4,19
"швырок",40,"firewood","швырко'в",2,"gen","pl","шв","шв",61,0
"швыряние",26,"pelt","швыря'нием",2,"inst","sg","шв","шв",329,891
"швыряние",26,"pelt","швыря'ниями",2,"inst","pl","шв","шв",22,52
"швыряние",26,"pelt","швыря'ния",2,"gen","sg","шв","шв",10,361
